ORDERNUMBER,QUANTITYORDERED,PRICE,SALES,ORDERDATE,STATUS,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,STATE,POSTALCODE,COUNTRY,CONTACTFIRSTNAME,CONTACTLASTNAME,DEALSIZE
10240,37,100,5526.32,4/13/2004 0:00,Shipped,2004,Classic Cars,80,S18_1984,Osaka Souveniers Co.,Osaka,Osaka,530-0003,Japan,Mory,Kentary,Medium
10253,33,100,4459.62,06-01-04 0:00,Cancelled,2004,Classic Cars,80,S18_1984,"UK Collectables, Ltd.",Liverpool,,WX1 6LT,UK,Elizabeth,Devon,Medium
10266,49,100,6203.4,07-06-04 0:00,Shipped,2004,Classic Cars,80,S18_1984,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Maurizio,Moroni,Medium
10278,29,100,3754.05,08-06-04 0:00,Shipped,2004,Classic Cars,80,S18_1984,Signal Gift Stores,Las Vegas,NV,83030,USA,Sue,King,Medium
10287,24,100,3516.48,8/30/2004 0:00,Shipped,2004,Classic Cars,80,S18_1984,"Vida Sport, Ltd",Gensve,,1203,Switzerland,Michael,Holz,Medium
10301,47,100,7488.04,10-05-03 0:00,Shipped,2003,Classic Cars,80,S18_1984,"Norway Gifts By Mail, Co.",Oslo,,N 0106,Norway,Jan,Klaeboe,Large
10310,24,100,3448.08,10/16/2004 0:00,Shipped,2004,Classic Cars,80,S18_1984,"Toms Spezialitten, Ltd",Koln,,50739,Germany,Henriette,Pfalzheim,Medium
10321,25,100,3734,11-04-04 0:00,Shipped,2004,Classic Cars,80,S18_1984,FunGiftIdeas.com,New Bedford,MA,50553,USA,Violeta,Benitez,Medium
10331,30,32.47,974.1,11/17/2004 0:00,Shipped,2004,Classic Cars,80,S18_1984,Motor Mint Distributors Inc.,Philadelphia,PA,71270,USA,Rosa,Hernandez,Small
10342,22,100,3160.74,11/24/2004 0:00,Shipped,2004,Classic Cars,80,S18_1984,"Australian Collectors, Co.",Melbourne,Victoria,3004,Australia,Peter,Ferguson,Medium
10356,27,64.69,1746.63,12-09-04 0:00,Shipped,2004,Classic Cars,80,S18_1984,Lyon Souveniers,Paris,,75508,France,Daniel,Da Cunha,Small
10366,34,100,4207.84,01-10-05 0:00,Shipped,2005,Classic Cars,80,S18_1984,Royale Belge,Charleroi,,B-6000,Belgium,Pascale,Cartrain,Medium
10377,36,100,4352.76,02-09-05 0:00,Shipped,2005,Classic Cars,80,S18_1984,"Toys of Finland, Co.",Helsinki,,21240,Finland,Matti,Karttunen,Medium
10390,34,43.05,1463.7,03-04-05 0:00,Shipped,2005,Classic Cars,80,S18_1984,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10406,48,100,7169.28,4/15/2005 0:00,Disputed,2005,Classic Cars,80,S18_1984,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,Jytte,Petersen,Large
10419,34,100,4594.76,5/17/2005 0:00,Shipped,2005,Classic Cars,80,S18_1984,Salzburg Collectables,Salzburg,,5020,Austria,Georg,Pipps,Medium
10104,24,100,3457.92,1/31/2003 0:00,Shipped,2003,Classic Cars,80,S18_2238,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10115,46,100,7381.16,04-04-03 0:00,Shipped,2003,Classic Cars,80,S18_2238,Classic Legends Inc.,NYC,NY,10022,USA,Maria,Hernandez,Large
10127,45,100,7146.9,06-03-03 0:00,Shipped,2003,Classic Cars,80,S18_2238,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Large
10141,39,100,5938.53,08-01-03 0:00,Shipped,2003,Classic Cars,80,S18_2238,Suominen Souveniers,Espoo,,FIN-02271,Finland,Kalle,Suominen,Medium
10151,43,100,7110.91,9/21/2003 0:00,Shipped,2003,Classic Cars,80,S18_2238,"Oulu Toy Supplies, Inc.",Oulu,,90110,Finland,Pirkko,Koskitalo,Large
10165,29,100,5032.95,10/22/2003 0:00,Shipped,2003,Classic Cars,80,S18_2238,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Eric,Natividad,Medium
10176,20,100,3667.6,11-06-03 0:00,Shipped,2003,Classic Cars,80,S18_2238,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Maurizio,Moroni,Medium
10184,46,100,7381.16,11/14/2003 0:00,Shipped,2003,Classic Cars,80,S18_2238,"Iberia Gift Imports, Corp.",Sevilla,,41101,Spain,Jose Pedro,Roel,Large
10195,27,100,5128.11,11/25/2003 0:00,Shipped,2003,Classic Cars,80,S18_2238,Mini Classics,White Plains,NY,24067,USA,Steve,Frick,Medium
10207,44,100,7060.24,12-09-03 0:00,Shipped,2003,Classic Cars,80,S18_2238,Diecast Collectables,Boston,MA,51003,USA,Valarie,Franco,Large
10219,43,100,8448.64,02-10-04 0:00,Shipped,2004,Classic Cars,80,S18_2238,Signal Collectibles Ltd.,Brisbane,CA,94217,USA,Sue,Taylor,Large
10230,49,100,7300.51,3/15/2004 0:00,Shipped,2004,Classic Cars,80,S18_2238,"Blauer See Auto, Co.",Frankfurt,,60528,Germany,Roland,Keitel,Large
10246,40,100,6549.2,05-05-04 0:00,Shipped,2004,Classic Cars,80,S18_2238,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10259,30,100,5697.9,6/15/2004 0:00,Shipped,2004,Classic Cars,80,S18_2238,Handji Gifts& Co,Singapore,,69045,Singapore,Wendy,Victorino,Medium
10271,50,100,9169,7/20/2004 0:00,Shipped,2004,Classic Cars,80,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Large
10282,23,100,3238.63,8/20/2004 0:00,Shipped,2004,Classic Cars,80,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10292,26,100,4554.94,09-08-04 0:00,Shipped,2004,Classic Cars,80,S18_2238,Land of Toys Inc.,NYC,NY,10022,USA,Kwai,Yu,Medium
10305,27,100,3934.44,10/13/2004 0:00,Shipped,2004,Classic Cars,80,S18_2238,Marta's Replicas Co.,Cambridge,MA,51247,USA,Marta,Hernandez,Medium
10314,42,100,5776.26,10/22/2004 0:00,Shipped,2004,Classic Cars,80,S18_2238,Heintze Collectables,Aaarhus,,8200,Denmark,Palle,Ibsen,Medium
10324,47,100,7207.45,11-05-04 0:00,Shipped,2004,Classic Cars,80,S18_2238,Vitachrome Inc.,NYC,NY,10022,USA,Michael,Frick,Large
10336,49,100,7460.74,11/20/2004 0:00,Shipped,2004,Classic Cars,80,S18_2238,"La Corne D'abondance, Co.",Paris,,75012,France,Marie,Bertrand,Large
10349,38,100,6719.54,12-01-04 0:00,Shipped,2004,Classic Cars,80,S18_2238,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Medium
10358,20,100,2428,12-10-04 0:00,Shipped,2004,Classic Cars,80,S18_2238,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10371,25,100,2602.25,1/23/2005 0:00,Shipped,2005,Classic Cars,80,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10382,25,88,2200,2/17/2005 0:00,Shipped,2005,Classic Cars,80,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10412,41,100,6712.93,05-03-05 0:00,Shipped,2005,Classic Cars,80,S18_2238,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10425,28,100,5318.04,5/31/2005 0:00,In Process,2005,Classic Cars,80,S18_2238,La Rochelle Gifts,Nantes,,44000,France,Janine,Labrune,Medium
10100,50,67.8,3390,01-06-03 0:00,Shipped,2003,Vintage Cars,80,S18_2248,Online Diecast Creations Co.,Nashua,NH,62005,USA,Valarie,Young,Medium
10110,32,50.25,1608,3/18/2003 0:00,Shipped,2003,Vintage Cars,80,S18_2248,"AV Stores, Co.",Manchester,,EC2 5NT,UK,Victoria,Ashworth,Small
10124,42,53.88,2262.96,5/21/2003 0:00,Shipped,2003,Vintage Cars,80,S18_2248,Signal Gift Stores,Las Vegas,NV,83030,USA,Sue,King,Small
10149,24,62.36,1496.64,09-12-03 0:00,Shipped,2003,Vintage Cars,80,S18_2248,Signal Collectibles Ltd.,Brisbane,CA,94217,USA,Sue,Taylor,Small
10162,27,69.62,1879.74,10/18/2003 0:00,Shipped,2003,Vintage Cars,80,S18_2248,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Julie,Brown,Small
10173,26,57.51,1495.26,11-05-03 0:00,Shipped,2003,Vintage Cars,80,S18_2248,Rovelli Gifts,Bergamo,,24100,Italy,Giovanni,Rovelli,Small
10182,38,61.15,2323.7,11-12-03 0:00,Shipped,2003,Vintage Cars,80,S18_2248,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10193,42,59.33,2491.86,11/21/2003 0:00,Shipped,2003,Vintage Cars,80,S18_2248,"Australian Collectables, Ltd",Glen Waverly,Victoria,3150,Australia,Sean,Connery,Small
10204,23,71.44,1643.12,12-02-03 0:00,Shipped,2003,Vintage Cars,80,S18_2248,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Small
10214,21,62.96,1322.16,1/26/2004 0:00,Shipped,2004,Vintage Cars,80,S18_2248,"Corrida Auto Replicas, Ltd",Madrid,,28023,Spain,Mart�n,Sommer,Small
10227,28,50.85,1423.8,03-02-04 0:00,Shipped,2004,Vintage Cars,80,S18_2248,"Saveley & Henriot, Co.",Lyon,,69004,France,Mary,Saveley,Small
10241,33,72.65,2397.45,4/13/2004 0:00,Shipped,2004,Vintage Cars,80,S18_2248,Mini Caravy,Strasbourg,,67000,France,Frederique,Citeaux,Small
10280,25,62.96,1574,8/17/2004 0:00,Shipped,2004,Vintage Cars,80,S18_2248,Amica Models & Co.,Torino,,10100,Italy,Paolo,Accorti,Small
10288,28,61.75,1729,09-01-04 0:00,Shipped,2004,Vintage Cars,80,S18_2248,Handji Gifts& Co,Singapore,,69045,Singapore,Wendy,Victorino,Small
10303,46,49.04,2255.84,10-06-04 0:00,Shipped,2004,Vintage Cars,80,S18_2248,"Iberia Gift Imports, Corp.",Sevilla,,41101,Spain,Jose Pedro,Roel,Small
10312,30,61.15,1834.5,10/21/2004 0:00,Shipped,2004,Vintage Cars,80,S18_2248,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10332,38,84.25,3201.5,11/17/2004 0:00,Shipped,2004,Vintage Cars,80,S18_2248,"AV Stores, Co.",Manchester,,EC2 5NT,UK,Victoria,Ashworth,Medium
10344,40,56.91,2276.4,11/25/2004 0:00,Shipped,2004,Vintage Cars,80,S18_2248,Marseille Mini Autos,Marseille,,13008,France,Laurence,Lebihan,Small
10367,45,100,8884.8,01-12-05 0:00,Resolved,2005,Vintage Cars,80,S18_2248,Toys4GrownUps.com,Pasadena,CA,90003,USA,Julie,Young,Large
10379,27,49.3,1331.1,02-10-05 0:00,Shipped,2005,Vintage Cars,80,S18_2248,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10407,42,72.65,3051.3,4/22/2005 0:00,On Hold,2005,Vintage Cars,80,S18_2248,The Sharp Gifts Warehouse,San Jose,CA,94217,USA,Sue,Frick,Medium
10420,36,63.57,2288.52,5/29/2005 0:00,In Process,2005,Vintage Cars,80,S18_2248,Souveniers And Things Co.,Chatswood,NSW,2067,Australia,Adrian,Huxley,Small
10104,29,100,3772.61,1/31/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_2319,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10114,39,100,4164.42,04-01-03 0:00,Shipped,2003,Trucks and Buses,80,S18_2319,"La Corne D'abondance, Co.",Paris,,75012,France,Marie,Bertrand,Medium
10127,45,100,6295.95,06-03-03 0:00,Shipped,2003,Trucks and Buses,80,S18_2319,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Medium
10141,47,100,6287.66,08-01-03 0:00,Shipped,2003,Trucks and Buses,80,S18_2319,Suominen Souveniers,Espoo,,FIN-02271,Finland,Kalle,Suominen,Medium
10151,49,100,5412.54,9/21/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_2319,"Oulu Toy Supplies, Inc.",Oulu,,90110,Finland,Pirkko,Koskitalo,Medium
10165,46,100,5984.14,10/22/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_2319,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Eric,Natividad,Medium
10175,48,100,5891.04,11-06-03 0:00,Shipped,2003,Trucks and Buses,80,S18_2319,"Stylish Desk Decors, Co.",London,,WX3 6FW,UK,Ann,Brown,Medium
10184,46,100,5984.14,11/14/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_2319,"Iberia Gift Imports, Corp.",Sevilla,,41101,Spain,Jose Pedro,Roel,Medium
10195,35,100,3608.15,11/25/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_2319,Mini Classics,White Plains,NY,24067,USA,Steve,Frick,Medium
10207,43,100,5752.54,12-09-03 0:00,Shipped,2003,Trucks and Buses,80,S18_2319,Diecast Collectables,Boston,MA,51003,USA,Valarie,Franco,Medium
10229,26,100,3765.32,03-11-04 0:00,Shipped,2004,Trucks and Buses,80,S18_2319,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10246,22,98.18,2159.96,05-05-04 0:00,Shipped,2004,Trucks and Buses,80,S18_2319,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10259,34,99.41,3379.94,6/15/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_2319,Handji Gifts& Co,Singapore,,69045,Singapore,Wendy,Victorino,Medium
10271,50,100,5093.5,7/20/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_2319,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10281,48,100,5773.44,8/19/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_2319,Diecast Classics Inc.,Allentown,PA,70267,USA,Kyung,Yu,Medium
10292,41,100,4528.86,09-08-04 0:00,Shipped,2004,Trucks and Buses,80,S18_2319,Land of Toys Inc.,NYC,NY,10022,USA,Kwai,Yu,Medium
10305,36,100,4816.08,10/13/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_2319,Marta's Replicas Co.,Cambridge,MA,51247,USA,Marta,Hernandez,Medium
10313,29,100,3416.78,10/22/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_2319,Canadian Gift Exchange Network,Vancouver,BC,V3F 2K1,Canada,Yoshi,Tannamuri,Medium
10324,33,37.48,1236.84,11-05-04 0:00,Shipped,2004,Trucks and Buses,80,S18_2319,Vitachrome Inc.,NYC,NY,10022,USA,Michael,Frick,Small
10334,46,100,5814.86,11/19/2004 0:00,On Hold,2004,Trucks and Buses,80,S18_2319,"Volvo Model Replicas, Co",Lule,,S-958 22,Sweden,Christina,Berglund,Medium
10349,38,100,5223.48,12-01-04 0:00,Shipped,2004,Trucks and Buses,80,S18_2319,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Medium
10358,20,36.42,728.4,12-10-04 0:00,Shipped,2004,Trucks and Buses,80,S18_2319,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10370,22,100,3949,1/20/2005 0:00,Shipped,2005,Trucks and Buses,80,S18_2319,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,Anna,O'Hara,Medium
10383,27,100,3843.99,2/22/2005 0:00,Shipped,2005,Trucks and Buses,80,S18_2319,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10412,56,98.18,5498.08,05-03-05 0:00,Shipped,2005,Trucks and Buses,80,S18_2319,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10425,38,99.41,3777.58,5/31/2005 0:00,In Process,2005,Trucks and Buses,80,S18_2319,La Rochelle Gifts,Nantes,,44000,France,Janine,Labrune,Medium
10101,25,100,3782,01-09-03 0:00,Shipped,2003,Vintage Cars,80,S18_2325,"Blauer See Auto, Co.",Frankfurt,,60528,Germany,Roland,Keitel,Medium
10110,33,100,3859.68,3/18/2003 0:00,Shipped,2003,Vintage Cars,80,S18_2325,"AV Stores, Co.",Manchester,,EC2 5NT,UK,Victoria,Ashworth,Medium
10124,42,100,4431.84,5/21/2003 0:00,Shipped,2003,Vintage Cars,80,S18_2325,Signal Gift Stores,Las Vegas,NV,83030,USA,Sue,King,Medium
10149,33,100,4950.33,09-12-03 0:00,Shipped,2003,Vintage Cars,80,S18_2325,Signal Collectibles Ltd.,Brisbane,CA,94217,USA,Sue,Taylor,Medium
10162,38,100,4299.7,10/18/2003 0:00,Shipped,2003,Vintage Cars,80,S18_2325,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Julie,Brown,Medium
10173,31,100,4492.83,11-05-03 0:00,Shipped,2003,Vintage Cars,80,S18_2325,Rovelli Gifts,Bergamo,,24100,Italy,Giovanni,Rovelli,Medium
10182,20,100,2212,11-12-03 0:00,Shipped,2003,Vintage Cars,80,S18_2325,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10193,44,100,4642.88,11/21/2003 0:00,Shipped,2003,Vintage Cars,80,S18_2325,"Australian Collectables, Ltd",Glen Waverly,Victoria,3150,Australia,Sean,Connery,Medium
10204,26,100,3206.32,12-02-03 0:00,Shipped,2003,Vintage Cars,80,S18_2325,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Medium
10214,27,100,3604.23,1/26/2004 0:00,Shipped,2004,Vintage Cars,80,S18_2325,"Corrida Auto Replicas, Ltd",Madrid,,28023,Spain,Mart�n,Sommer,Medium
10227,46,100,7017.76,03-02-04 0:00,Shipped,2004,Vintage Cars,80,S18_2325,"Saveley & Henriot, Co.",Lyon,,69004,France,Mary,Saveley,Large
10243,47,100,6154.18,4/26/2004 0:00,Shipped,2004,Vintage Cars,80,S18_2325,Diecast Collectables,Boston,MA,51003,USA,Valarie,Franco,Medium
10280,37,100,4750.8,8/17/2004 0:00,Shipped,2004,Vintage Cars,80,S18_2325,Amica Models & Co.,Torino,,10100,Italy,Paolo,Accorti,Medium
10288,31,100,3822.92,09-01-04 0:00,Shipped,2004,Vintage Cars,80,S18_2325,Handji Gifts& Co,Singapore,,69045,Singapore,Wendy,Victorino,Medium
10304,24,100,2440.8,10-11-04 0:00,Shipped,2004,Vintage Cars,80,S18_2325,Auto Assoc. & Cie.,Versailles,,78000,France,Daniel,Tonini,Small
10312,31,100,4729.36,10/21/2004 0:00,Shipped,2004,Vintage Cars,80,S18_2325,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10322,50,100,12536.5,11-04-04 0:00,Shipped,2004,Vintage Cars,80,S18_2325,Online Diecast Creations Co.,Nashua,NH,62005,USA,Valarie,Young,Large
10332,35,64.69,2264.15,11/17/2004 0:00,Shipped,2004,Vintage Cars,80,S18_2325,"AV Stores, Co.",Manchester,,EC2 5NT,UK,Victoria,Ashworth,Small
10344,30,100,3928.2,11/25/2004 0:00,Shipped,2004,Vintage Cars,80,S18_2325,Marseille Mini Autos,Marseille,,13008,France,Laurence,Lebihan,Medium
10356,29,100,3630.22,12-09-04 0:00,Shipped,2004,Vintage Cars,80,S18_2325,Lyon Souveniers,Paris,,75508,France,Daniel,Da Cunha,Medium
10367,27,100,4196.07,01-12-05 0:00,Resolved,2005,Vintage Cars,80,S18_2325,Toys4GrownUps.com,Pasadena,CA,90003,USA,Julie,Young,Medium
10380,40,100,4931.6,2/16/2005 0:00,Shipped,2005,Vintage Cars,80,S18_2325,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10390,31,98.99,3068.69,03-04-05 0:00,Shipped,2005,Vintage Cars,80,S18_2325,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10409,6,100,785.64,4/23/2005 0:00,Shipped,2005,Vintage Cars,80,S18_2325,Handji Gifts& Co,Singapore,,69045,Singapore,Wendy,Victorino,Small
10420,45,100,4977,5/29/2005 0:00,In Process,2005,Vintage Cars,80,S18_2325,Souveniers And Things Co.,Chatswood,NSW,2067,Australia,Adrian,Huxley,Medium
10103,22,54.09,1189.98,1/29/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_2432,Baane Mini Imports,Stavern,,4110,Norway,Jonas,Bergulfsen,Small
10114,45,68.67,3090.15,04-01-03 0:00,Shipped,2003,Trucks and Buses,80,S18_2432,"La Corne D'abondance, Co.",Paris,,75012,France,Marie,Bertrand,Medium
10126,43,65.02,2795.86,5/28/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_2432,"Corrida Auto Replicas, Ltd",Madrid,,28023,Spain,Mart�n,Sommer,Small
10140,46,61.99,2851.54,7/24/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_2432,Technics Stores Inc.,Burlingame,CA,94217,USA,Juri,Hirano,Small
10151,39,69.28,2701.92,9/21/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_2432,"Oulu Toy Supplies, Inc.",Oulu,,90110,Finland,Pirkko,Koskitalo,Small
10165,31,71.1,2204.1,10/22/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_2432,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Eric,Natividad,Small
10175,41,69.28,2840.48,11-06-03 0:00,Shipped,2003,Trucks and Buses,80,S18_2432,"Stylish Desk Decors, Co.",London,,WX3 6FW,UK,Ann,Brown,Small
10184,44,60.16,2647.04,11/14/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_2432,"Iberia Gift Imports, Corp.",Sevilla,,41101,Spain,Jose Pedro,Roel,Small
10194,45,70.49,3172.05,11/25/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_2432,"Saveley & Henriot, Co.",Lyon,,69004,France,Mary,Saveley,Medium
10207,37,69.89,2585.93,12-09-03 0:00,Shipped,2003,Trucks and Buses,80,S18_2432,Diecast Collectables,Boston,MA,51003,USA,Valarie,Franco,Small
10217,35,61.38,2148.3,02-04-04 0:00,Shipped,2004,Trucks and Buses,80,S18_2432,Handji Gifts& Co,Singapore,,69045,Singapore,Wendy,Victorino,Small
10229,28,59.55,1667.4,03-11-04 0:00,Shipped,2004,Trucks and Buses,80,S18_2432,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10246,30,61.99,1859.7,05-05-04 0:00,Shipped,2004,Trucks and Buses,80,S18_2432,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10259,30,49.22,1476.6,6/15/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_2432,Handji Gifts& Co,Singapore,,69045,Singapore,Wendy,Victorino,Small
10271,25,69.28,1732,7/20/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_2432,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10281,29,57.73,1674.17,8/19/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_2432,Diecast Classics Inc.,Allentown,PA,70267,USA,Kyung,Yu,Small
10291,26,57.73,1500.98,09-08-04 0:00,Shipped,2004,Trucks and Buses,80,S18_2432,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,Maria,Larsson,Small
10305,41,53.48,2192.68,10/13/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_2432,Marta's Replicas Co.,Cambridge,MA,51247,USA,Marta,Hernandez,Small
10313,34,52.87,1797.58,10/22/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_2432,Canadian Gift Exchange Network,Vancouver,BC,V3F 2K1,Canada,Yoshi,Tannamuri,Small
10322,35,61.21,2142.35,11-04-04 0:00,Shipped,2004,Trucks and Buses,80,S18_2432,Online Diecast Creations Co.,Nashua,NH,62005,USA,Valarie,Young,Small
10334,34,61.38,2086.92,11/19/2004 0:00,On Hold,2004,Trucks and Buses,80,S18_2432,"Volvo Model Replicas, Co",Lule,,S-958 22,Sweden,Christina,Berglund,Small
10347,50,100,6834.5,11/29/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_2432,"Australian Collectors, Co.",Melbourne,Victoria,3004,Australia,Peter,Ferguson,Medium
10357,41,61.99,2541.59,12-10-04 0:00,Shipped,2004,Trucks and Buses,80,S18_2432,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10370,22,96.86,2130.92,1/20/2005 0:00,Shipped,2005,Trucks and Buses,80,S18_2432,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,Anna,O'Hara,Small
10381,35,48.62,1701.7,2/17/2005 0:00,Shipped,2005,Trucks and Buses,80,S18_2432,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Julie,Brown,Small
10391,44,38.5,1694,03-09-05 0:00,Shipped,2005,Trucks and Buses,80,S18_2432,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,Anna,O'Hara,Small
10412,47,61.99,2913.53,05-03-05 0:00,Shipped,2005,Trucks and Buses,80,S18_2432,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10425,19,49.22,935.18,5/31/2005 0:00,In Process,2005,Trucks and Buses,80,S18_2432,La Rochelle Gifts,Nantes,,44000,France,Janine,Labrune,Small
10106,34,90.39,3073.26,2/17/2003 0:00,Shipped,2003,Planes,80,S18_2581,Rovelli Gifts,Bergamo,,24100,Italy,Giovanni,Rovelli,Medium
10120,29,71.81,2082.49,4/29/2003 0:00,Shipped,2003,Planes,80,S18_2581,"Australian Collectors, Co.",Melbourne,Victoria,3004,Australia,Peter,Ferguson,Small
10133,49,69.27,3394.23,6/27/2003 0:00,Shipped,2003,Planes,80,S18_2581,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10145,30,85.32,2559.6,8/25/2003 0:00,Shipped,2003,Planes,80,S18_2581,Toys4GrownUps.com,Pasadena,CA,90003,USA,Julie,Young,Small
10168,21,70.96,1490.16,10/28/2003 0:00,Shipped,2003,Planes,80,S18_2581,Technics Stores Inc.,Burlingame,CA,94217,USA,Juri,Hirano,Small
10210,50,76.88,3844,01-12-04 0:00,Shipped,2004,Planes,80,S18_2581,Osaka Souveniers Co.,Osaka,Osaka,530-0003,Japan,Mory,Kentary,Medium
10223,47,100,4724.91,2/20/2004 0:00,Shipped,2004,Planes,80,S18_2581,"Australian Collectors, Co.",Melbourne,Victoria,3004,Australia,Peter,Ferguson,Medium
10235,24,76.03,1824.72,04-02-04 0:00,Shipped,2004,Planes,80,S18_2581,"Royal Canadian Collectables, Ltd.",Tsawassen,BC,T2F 8M4,Canada,Elizabeth,Lincoln,Small
10250,27,98.84,2668.68,05-11-04 0:00,Shipped,2004,Planes,80,S18_2581,The Sharp Gifts Warehouse,San Jose,CA,94217,USA,Sue,Frick,Small
10263,33,86.17,2843.61,6/28/2004 0:00,Shipped,2004,Planes,80,S18_2581,Gift Depot Inc.,Bridgewater,CT,97562,USA,Julie,King,Small
10275,35,90.39,3163.65,7/23/2004 0:00,Shipped,2004,Planes,80,S18_2581,La Rochelle Gifts,Nantes,,44000,France,Janine,Labrune,Medium
10284,31,71.81,2226.11,8/21/2004 0:00,Shipped,2004,Planes,80,S18_2581,"Norway Gifts By Mail, Co.",Oslo,,N 0106,Norway,Jan,Klaeboe,Small
10297,25,82.79,2069.75,9/16/2004 0:00,Shipped,2004,Planes,80,S18_2581,"Clover Collections, Co.",Dublin,,2,Ireland,Dean,Cassidy,Small
10308,27,82.79,2235.33,10/15/2004 0:00,Shipped,2004,Planes,80,S18_2581,Mini Classics,White Plains,NY,24067,USA,Steve,Frick,Small
